"","Group","N-Acetyl-L-glutamate 5-semialdehyde","1-Aminocyclopropane-1-carboxylate","1-Pyrroline-4-hydroxy-2-carboxylate 3_?","2-Acetyl-aminoadipate_?","2-Amino-6-oxopimelate","2-Aminoacrylate","2-aminoadipate-6-semialdehyde","2-Aminoadipate 1_?","2-Deoxy-D-ribose 1-phosphate","2,6-Diaminoheptanedioate 1_?","2,6-Diaminoheptanedioate 1","2.3-Dihydrozy-2-methylpentanoate 2","3-Amino-isobutanoate 1_?","3-Methyl-2-oxopentanoate 1_?","4-Acetylaminobutanal_?","4-Amino-4-cyanobutanoic acid_?","3-Amino-isobutanoate 1","5-Methylthioadenosine","Pyrroline-3-hydroxy-5-carboxylate 2","Acetolactate_?","Acetyl-2, 6-diaminopimelate","Acetylhomoserine 2","Acetylmuramate","Acetylornithine","Adenine","deoxyguanosine 1","AICAR","alpha-Aminopropiononitrile","Anthranilate 1","Arginine","aspartate","alanine 1","Carbamoyl-L-aspartate","Homo-cisaconitate 2","Cis-aconitate","Citrate","Citrulline","Cysteine","d-ala-d-ala 2_?","deoxyguanosine 1_?","Deoxyribose 2","Dimethylmalate 1_?","Erithro-3-Methylmalate 2","erythro-4-Hydroxyglutamate","Ethyl malate 2_?","Formyl-methionine","Fumarate","Galactono-1,4-lactone","Glucose_?","glutamate","glutamine","Glutamylcysteine_?","gly","Glycerate","Guanosine","Hexose phosphates","Histidine","Homo-cisaconitate 2_?","Methylcitrate 1","homoserine 2_?","Homovanillate_?","Hydroxyectoine_?","hypoxanthine","Isopropylmalate","Isopropylmaleate","ketoglutarate","lactate","Leucine","lysine","malate","Methylglyoxal_?","methylmaleate 1","d-ala-d-ala 2","Norepinephrine","Ornithine","PABA 2_?","Phenylalanine","Phosphoenolpyruvate","proline","Pyrrole-2-carboxylate","Pyrroline-3-hydroxy-5-carboxylate 2_?","Pyruvate","S-Adenosylmethionine","serine_?","succinate","succinate semialdehyde 1","Succinyl-LL-2,6-diaminopimelate 1","Tartronate semialdehyde_?","Threonine 1","tryptophane","Tyramine_?","Tyrosine","UDP-N-acetylmuramate","valine","Aminobutyraldehyde","Aspartate 4-semialdehyde","2-Dehydro-3-deoxy-L-rhamnonate 3","glyceraldehyde3p","hexose diphosphate","pentose 5-phosphate","Sedoheptulose 7-phosphate 1"
"S86968_43","S86968",5163.76540842439,507572.313966461,33240.1596412353,210.35837283325,48476.8023033447,14436.0143120728,9118.68854541016,2379.30834013366,2176.20767321777,306.728907897947,13601.7065285797,2622.98970834351,3530.63554754638,5504.66035086059,24815.7190047912,NA,38082.2256444092,42647.2958594666,649430.03966922,1659.898293396,13316.4689411773,40632.4067445678,457.580171867371,10590.4793186798,34169.7023234863,3669.86948458864,8695.9939033966,16943.5666584778,7845.60695544433,16661.7227826538,220012.62830658,233218.723568542,12887.8792374267,98.0921057968133,6944.00395161438,108100.176192566,36250.5073261108,11534.4342052307,287.85352487184,2461.05156486511,14605.8723132935,1164.68966891479,12026.676924057,23917.1789694061,17561.0866396942,1078.50866726685,1301.3390302887,98095.5082541199,3360.12933387756,652300.739299667,8203.91768313597,8394.77466557311,53773.0050473785,113325.329250458,2294.91964884949,319153.117416306,8412.18290963749,1106.93249180603,4998.08330526733,10043.7659442139,920.202760696411,3387.63451138309,3375.09238414001,40458.8135590668,5646.55885385131,15185.3927791748,2930.2174997406,365188.827316406,15809.5132743531,7250.15105763246,531.03290007782,2178.28721871948,30111.0693060913,1547.05982164001,11377.0575708313,4411.07872247314,167324.862763977,260.100397338868,35890.5238853149,15206.1538130386,38349.4030941162,3555.64213874817,9326.02587211609,838995.535161622,6090.82558060455,4545.8003902893,21848.2448388062,607.757341812134,134412.690174225,7030.95346881104,2187.31489457703,33544.0809285126,NA,533816.442765624,8184.84634606932,2069.46790524292,21003.2973959351,316347.288978424,20920.2103257065,153692.650377281,340019.225709755
"S86968_44","S86968",4622.62091030884,440202.780207032,25107.965943985,386.877225402825,46159.6776452026,13189.3180969848,11187.5811457519,2686.3826414032,3653.66297097778,719.783175140376,10963.6904294739,1938.28982409668,2514.61353430176,5902.66983976746,22126.2660045624,NA,30170.3889978943,39002.5874571839,559820.055773103,1696.72602171326,12861.4455460053,33350.4551691742,NA,8701.33936895751,14594.1802909088,3904.16435137179,9434.10236738588,15249.8778820191,6531.24767819214,19180.6869603882,191554.600382011,187856.572431396,11214.7044838868,NA,6656.79737329101,93087.5986870728,34039.1157795257,9956.96608476257,975.616006958018,2442.44756253052,12865.6881415405,1214.81594474793,10787.3992502594,24559.2210761566,14484.5542755432,333.223976142884,1416.48077810669,86512.3028375244,3532.83276878357,574009.502731643,6474.60372006225,7003.86605123902,68921.3371098175,47575.8159041443,2504.92543754578,282014.431468163,6335.41397552487,737.490473068238,4409.30686785889,7182.72758244325,832.133503417968,5342.66699023438,3303.27811308289,34920.8343391113,4877.50895639038,15241.3708563232,2464.70591726684,272668.477955322,14703.3062432556,6309.52850497436,559.095577293396,2423.97680612183,28497.0018607483,1316.8121111145,11011.0695904237,4821.57831457519,143289.295935547,206.098194236755,33286.7770550232,12288.8230534799,36712.5175473328,4880.0263381958,8106.05636613466,804463.028211792,5191.37806488037,4148.70806815338,17188.9226725922,825.223338775634,116992.766232941,6375.05164956666,2422.0903263855,28495.6365791626,NA,488285.292879395,8444.0678423462,3502.9688882599,18796.0199599152,286082.67134829,16808.3206902924,139536.496461235,307185.901547119
"S86968_45","S86968",4646.22333894349,527146.000649079,34924.9131841736,277.913190917974,44060.8295401611,19927.4648273315,9722.12764697265,2983.43032894898,2190.10802524567,342.309222747794,12606.4304192352,2896.79539561463,5399.58790673829,6201.31371174621,26282.0440650635,NA,41407.4478034058,40824.5942434387,659924.561306503,1592.62287106324,13409.5013114547,44580.2104732362,237.840827133179,9782.63143270875,42290.2331323242,6903.23907978823,7819.09114041138,13433.022783905,9300.23729089354,17488.7831455688,225047.263659393,285617.231456177,13397.7876724548,NA,9147.58866616821,107418.740916504,44380.3758247528,10788.5262742004,NA,2630.73994137573,13112.8088983078,1220.47094577026,13506.5541945191,30294.2067060852,13959.2510571747,640.984806579592,1346.86651887512,104918.619567581,2881.36214476776,665835.552062272,8515.35864371491,9454.83678933715,54474.8182644805,52438.1204875717,1955.13537726592,347198.144234558,9163.55840676879,1085.70562089539,5839.73293002319,12578.1270278473,1032.47320109558,7000.75548102569,4008.1049845581,46679.8330381164,6871.58996990967,17966.1467274322,11619.6781138001,425167.023653808,16684.6790472107,6289.58889935303,430.141486724853,1760.68554779816,34658.4508836059,860.799334701535,17082.2518102722,4069.00162487792,185476.693817383,479.974289733888,40137.6756972351,14404.5492786601,50297.1897510376,4193.63878959656,9762.56833230594,832425.801490478,4550.1960019226,5140.95194503784,20592.2702047425,1027.48703343201,140822.469130768,7260.45565415955,2080.70362437439,37085.3741399841,NA,671693.055986329,8501.15398266602,3636.74258525085,17317.6585059204,373273.495841217,30198.0251238022,169429.687331299,377939.757255005
"T38079_46","T38079",6944.04966171265,325903.836921448,17950.3763952027,5713.22356259155,30656.8684901733,10309.0392644195,48974.4352013244,8998.23851922607,1464.65234655762,NA,7533.1838983307,772.266877029419,23605.3434266052,6145.7424482727,7344.80803027343,NA,27603.8710957489,24348.6861892548,414691.53541333,1992.92170989228,7998.45796963501,21524.3569313508,219.777807563782,5824.13352348327,15007.815571228,4767.52616021728,8586.18017727662,17914.2574202271,2729.75747961425,13091.6539688263,115689.757514557,113714.841595337,7025.47141775512,508.753306655884,3824.3522345581,73148.1567992249,35731.454804535,4803.72995889284,241.169132110594,1312.87679936218,6238.89242028046,101.631330863952,5737.87821133423,12037.6872928314,16263.2044528351,292.326175842287,1508.28927308655,61044.7008232727,2962.38325366211,405370.679039604,3122.46839517975,1883.40608172607,20814.4924708863,42145.5188580551,1519.5805708847,174972.053422348,6272.08335409542,1331.36318032837,2085.18522743225,6232.12805299377,207.42296168518,4166.5497177887,1109.67761630249,13902.0150661774,1931.79745666504,9314.62717977905,4913.04249718476,189561.828973022,8995.32427999879,7002.94102583313,923.951657531738,1461.14687453461,17153.1384812622,1342.49097854614,15142.3114124756,1674.426671875,105376.022247314,NA,25024.871306427,17048.2887236551,35964.4804838257,4010.59711164093,4409.86648683166,960529.120113525,5895.71580654907,3386.30021388245,8699.32854360961,1343.78599468994,60271.7687140808,5527.33379440307,2834.95346009827,22073.7187845459,NA,195011.005314942,9844.60776177979,2428.8516933136,20610.3564733276,87579.3118414154,NA,66904.4453376007,250323.157822762
"T38079_47","T38079",7041.42098870851,395897.254410951,24662.0059255982,4129.03801782227,29960.4859560547,12313.0813090973,28788.9502099609,6951.5984007263,1656.28696763611,NA,8883.37182128911,2006.09722546387,13405.6232348633,6069.48630175782,11719.4204506836,NA,23889.5435392151,30439.3407645722,498839.547616793,2162.29877626038,15619.6715967865,27441.9289250489,NA,7638.83240991212,37740.3321897888,5685.85953941347,9758.66950955202,25020.6828367615,3391.34590313721,14288.403228302,129889.134411957,127014.893208801,6244.25318835449,444.999318122865,3621.78404907226,70175.0614167022,40678.000807251,7517.94959417724,558.431114044176,1999.61581676483,7750.78775471496,NA,6071.5235989685,19384.0932249146,15889.3740871582,900.03873234558,1692.74563096619,66493.5119386291,3316.93285499573,523147.661844223,5281.73915377807,1327.50506291199,72963.9142734529,35963.3761164475,1945.68528073121,217476.603407204,5343.73564593506,1016.20951478577,2273.54851379394,11716.7249271393,207.44458757019,6939.30972586061,2259.29843502808,18290.0593298492,2260.81079592896,14452.9216875076,4539.02484387207,216287.880042846,10287.5438702698,7174.28496734619,730.915949279785,1501.70250521851,19610.3631649475,2050.45183367919,11549.9471633606,2146.77067529297,129784.110897461,NA,30847.2344898987,13298.9679259987,36711.25409729,2346.03168447876,5367.7174729538,832154.934876709,3858.36359689331,4520.69325241089,11182.1576187287,600.377895294189,58928.7223496551,5480.74663578797,2754.5903688507,21087.6795131225,NA,223997.636855469,9208.65458093262,2672.55793730163,19598.3175272522,122488.111775848,NA,87284.6285956268,301713.410123589
"T38079_48","T38079",8236.53348448181,374274.461416015,20801.2526752166,5490.24195930481,27083.4923358154,13314.8165809936,49497.7133356933,8214.41351759341,1435.27852326965,385.32789102174,9664.2325310974,1693.40407145691,14709.3530438232,6223.36241903687,12177.3443995895,193.000072326663,26247.0586110382,35655.7978436279,472912.796967468,1995.81030446625,9041.68798469543,25952.2630979919,NA,5604.95261327363,25584.8286471558,6016.11169589233,9316.4400256195,16186.077165039,3562.19010739136,14730.8215765382,128798.264435333,127698.432782623,7820.68527972412,212.69313771057,4374.21917726136,66085.3541284485,37927.8552467041,4467.45921675109,NA,1643.6252558136,6770.83302935791,NA,5883.14627677917,14122.7160465393,16547.3061382294,815.484487129211,1676.23690956116,69278.2067980652,2971.0753237915,477636.497856102,4578.5334806366,1888.20066023254,28599.6236410827,35640.152590004,1942.22009713745,206133.372621818,5582.90510517884,853.448619842529,2336.87339663696,8648.25417094421,492.550087638854,5893.11007006832,2916.1217555542,17244.6148716126,2453.11426342773,14312.4054873581,5270.80183442688,213792.781776611,10884.7163231812,6626.78060535431,612.270821777345,1622.84699331665,20683.5974131622,1813.73910603333,15205.5176431275,2705.23474075318,122003.172178772,NA,26024.0018261261,16682.1211587103,36468.7752385559,4305.79118388367,5370.24987767028,882628.190597717,7156.20204438782,4434.17396922302,8675.00473751832,863.494822616577,59785.263189064,5752.38363755799,3007.79751916504,25095.0221863099,NA,211200.061627929,7838.1258935547,1860.91332563782,20547.0981918335,117493.581847816,NA,82389.839722992,287124.560866791
"T52373_49","T52373",7573.5585894165,577714.43447174,34262.2886817016,NA,53048.4242668458,20147.7325797424,24845.1901265869,8491.37765570067,3048.627717453,NA,12874.2715415192,4239.14196447754,12578.18946344,6555.65702178955,9829.91666238402,NA,29064.7586044311,41938.4408107758,746860.193608474,2019.96949337768,23576.4015944672,42612.0597658386,NA,9324.5693444214,40151.6466552429,4523.60631529236,9121.38395777892,17833.0245146789,6686.30219119262,22104.5960215454,205334.05990628,191277.082857757,9103.61642044066,775.88831893158,5899.08319373322,97911.4261541595,54047.7965297241,6851.27315132142,1061.0900723114,595.785856887816,4957.81384249878,394.327569602966,12631.7916626587,27931.8525058594,16179.6324167938,5404.77420181274,1619.27524899292,68998.4593839264,3179.8287696228,727415.414790779,7796.42580503846,7584.77730871581,45506.3655471954,23064.1681774979,2086.344135849,177761.286357925,6314.0368555908,815.905304397583,3046.63793050384,8801.05486146548,888.122595321655,8215.35641108704,3746.40848342895,23155.755667717,3185.74040689088,22531.2265714569,3080.08330981445,245254.127527099,17045.3870140076,8561.98355342102,602.538573577882,1543.16983677673,27753.4082374802,2248.40632569886,23591.0673206787,2242.35539416504,217441.947553468,NA,37632.9671914673,17801.4972129636,48556.7155609131,2349.1214118042,6077.27969381716,851491.895233765,4412.58587958526,6502.32094308472,20666.5313506165,1106.62478314209,83050.113399292,7247.60289257813,1132.82564451599,29278.4934137878,691.920386116029,217710.354779785,8794.48881549073,2761.90131065368,19864.3757354584,185308.943066315,4472.80139252472,70280.3402813797,157930.402431763
"T52373_50","T52373",5366.13752330017,398959.169654663,23412.8098765716,579.222091110229,43911.7658667908,14373.5031676636,14676.5633090821,9018.54742227174,2304.73963597107,NA,8510.29279576104,2056.78505862427,8286.58311322021,5864.38228729248,7491.51498393248,NA,26463.8703680115,32452.2016730041,501752.523300963,1830.11268756867,21672.915586441,29535.598957489,601.525657661439,7340.19088127136,43274.9262320863,3893.19966157531,10334.9971766968,13869.2914750671,6880.53967269897,16478.2450027466,146076.718760895,152506.947117707,7252.57326419067,NA,4204.97013711548,72808.8240785523,44029.4914345703,5585.66284706115,406.377649620061,554.540681678769,4729.91927285767,195.152036453246,10172.39708815,16757.9174957123,14902.7733106995,2190.61339202118,1868.89861833191,55953.1357936096,3165.25390200806,522270.319294525,5178.86105699158,5562.98108781433,60758.2457594757,23025.2571429062,1701.87434774017,114073.650492012,7107.79175230409,1069.20904458618,2016.73428927612,8631.25351394653,554.812625152589,6329.69827752685,3390.96375964357,18097.1764456177,1997.21488543701,18073.3760028992,6415.61046707153,198962.580397705,12934.9052654724,8855.18116704559,564.004229995727,1248.12818404388,21129.5548735809,1608.52909315491,18484.280893402,1221.37683111572,142556.696752197,NA,23013.7016350098,15293.8504680081,40278.8765697022,1913.12661692047,4138.92667843629,812311.673297119,4649.95858571625,5285.02395853424,12554.5169682617,868.107091934204,63619.4172244415,4967.79131408691,2908.25583467102,20525.5944786988,212.740586723328,168915.14485498,7822.35063146972,2672.49939595795,18343.3824114227,121610.261333038,NA,44242.4141809769,100541.288386223
"T52373_51","T52373",7532.53610128783,639685.737061248,33499.8195838012,NA,67120.4738450928,19758.9033088989,28841.1542157593,7863.49922795106,3575.86677578736,NA,12129.3155888672,5099.48081838989,11918.4073177795,5752.6982689209,12971.6837057648,NA,30872.5546586914,48323.9756348571,805584.72689685,1519.56643591308,35239.0312454681,57117.14268161,491.694191955567,11166.8502441406,9759.96137156682,4827.1299024353,10633.9682849121,24147.7793200989,9163.43434765626,23023.7862148438,227707.76598291,188209.843042267,10865.9829586792,501.357403427123,7654.54051849365,104375.630361938,58948.6075071107,12607.9171357117,444.453059394837,NA,5460.29443572235,246.509058403014,16109.1070216522,30351.6321000366,12142.4660132294,4969.4137856903,1320.10632299805,72784.3460140839,3304.49772247314,801949.141228469,7952.16162768555,7812.38912997435,106980.312759552,23396.4842432709,1657.58453840638,186371.814867333,5150.63545053102,980.993387008666,3844.57495976257,15961.8190475616,1085.6902876587,8789.34903921505,3489.89111436462,34449.5029323426,4051.68678411865,27404.1792296448,2408.18096464538,288780.163300293,10351.6854173889,9087.17374550628,526.996328445434,1095.87885674286,31177.351312088,659.343625854494,26413.3615154725,2333.15681030273,239154.163165466,NA,39159.5237471619,14156.5411530085,47093.8413211059,4570.72757237244,7092.59990890501,796042.963791504,4756.87933578492,7623.3944227295,19874.2221383362,1126.52250540162,86136.8041121217,5725.3217991333,3025.30855436706,29119.192082428,457.784136634827,254116.730863281,9680.59787017821,2357.81568153381,16234.5296426544,214455.977872642,7274.7134545517,77710.2370742187,159780.520922325
"T6313_52","T6313",5332.11443038944,510435.445470032,34118.428490387,484.560131324767,53479.4417355957,17289.157102478,16240.7468930664,5727.82846524047,1668.27570275879,319.195489334116,10000.8610712891,2196.7759866333,13591.9581565552,6644.4342138443,21492.9476712952,NA,23534.3448367614,32791.4925128022,652539.892263031,2042.91066696167,20215.6689133301,28919.6049426727,531.948990127563,8777.7523010254,13453.8612442627,3914.12641867065,10009.3508690338,13229.9900433044,2290.34490280152,16835.5244587098,187734.686387695,168480.59369281,9694.00757254029,636.145859939573,3481.92681219483,61445.018364685,53322.5970457154,7695.82055731203,682.493594589233,3263.75780799865,2648.09678173828,240.9168256073,8380.48974822997,20087.4337291717,15339.8220610199,823.322225067138,1695.89011014557,67442.9694489135,3413.16371325684,665474.252253967,9286.06621028137,2695.90491479492,84676.335288559,29053.1843153381,1787.43291339112,219621.75709581,5584.21165299989,1084.25783299255,4793.06006509399,9191.25192402653,776.278066169738,5978.00527815248,2668.42121719361,20322.5701460114,3492.89531056213,23618.628206192,4565.30944674682,240457.475034546,15453.2124695434,7439.46319863891,791.435599700929,1638.8286270523,33153.7197386932,635.714472351074,17922.9179083558,2099.96710632325,189392.675177552,NA,36748.1017109069,13315.6892421462,40604.07418927,2409.85295655823,5206.14125388336,806641.579774842,3727.54510043335,6312.61710905457,12957.2831675568,965.288428489684,79838.4141320037,7094.50503787233,2403.70632806396,32958.7802438812,NA,308800.958325195,9860.51200781249,3430.87213012695,18649.6747819672,179547.650311668,2593.51758636474,89698.8892764358,224881.32289048
"T6313_53","T6313",5929.65225311279,617701.400027526,36171.7198221435,812.508786270141,67938.4940334472,19547.6803161163,34281.7116537781,2247.09454837037,1837.76273008728,NA,10680.293314743,2677.38657907104,13304.491371521,6512.71569676208,7883.60347929383,NA,40783.2722523804,32899.3352980499,763026.597786712,1809.70574298096,8949.36919296263,39576.2081040191,331.274405548097,9975.96090348815,14056.3187968598,2387.38121071624,6610.46397097778,14006.1829295044,2421.4166965027,17954.5235234222,233127.3079225,217943.800077744,10231.5525999451,661.350020515442,4465.67845643616,69854.0363619385,63050.2595160524,9951.88924938964,241.656884193415,4198.77082873536,3092.60954927063,505.985050445557,9284.65277853393,17007.9800853424,14091.5702401276,802.74010493469,1838.12555912781,73104.8511680908,2378.71028935242,700875.806632576,8598.14007437135,4352.87219329833,10325.8528196106,25432.7548160095,3262.78490639496,266213.113440636,5259.58974356078,616.554935989382,5592.02797451783,10433.7602653656,836.64453918457,8345.4702136383,2602.83256866455,22179.0394286194,3675.10656251526,23813.4825006103,2425.80062020111,287204.896175659,17482.6935629578,7052.8680722351,1072.77031609344,1866.10680361939,37794.1910919342,1706.01584951782,17994.6987461852,3478.08994976806,226858.341770142,NA,40584.4514849702,14699.6781654642,46998.585686615,4263.7972480011,4078.00655035401,1029853.21654053,4500.83723989868,6865.87744960022,12729.7085904846,1138.25128466797,92829.6106073152,7198.87051034545,2226.46353320312,42252.9766819763,NA,356576.152374512,8995.55940197753,4169.02584075928,17058.8722351761,196120.248473549,4149.55722005463,105734.499428329,262226.297331665
"T6313_54","T6313",4051.37147633359,506915.459020233,32161.9985527955,990.314706352234,54083.8419929199,17383.3726346436,18056.9387133789,5006.50727366638,1123.76837106323,NA,9370.58938754273,1508.5683412323,12421.9425285644,6265.86377151489,16552.7775802002,NA,21408.3563269653,27307.3726503296,641613.501610169,1891.90281724548,18213.9896357727,33025.6465122681,120.985046844482,7192.08605281067,13594.8627179871,3770.87018164062,9097.09209187318,13110.0347049866,4429.53002639771,18500.4637260437,196617.329002854,189206.788557312,10316.3394677582,659.740540573121,3938.37251245117,63311.0144369507,56451.2612046509,8078.91846014406,523.799441467295,4215.17807072449,2594.86703985596,471.886870208739,9000.41500538635,18223.7544107361,13073.0852900009,1002.47795722961,1830.72652624512,67080.0715808411,2951.42807945252,647340.348463676,8359.95787486267,3839.72916456603,61225.3865710908,26258.0503988953,970.151478195191,200565.300987091,8249.78293289187,712.431728302003,4960.93638160706,9298.59522039795,690.584912734986,7125.41382460026,2833.33200842286,20618.8733940429,3529.18500163269,21049.7314185791,14047.4888167725,265981.279800293,11693.1081065979,8148.19648903657,600.28386730957,2494.46047104645,31132.6476320038,1372.49909640503,16807.3740166321,3473.17153906251,191446.584495849,NA,30734.7578554535,13024.1176901987,54445.9611488037,4293.60678935242,4280.17362764741,831357.549225708,4332.50258956909,6109.24576087951,12770.6619367981,1366.13219354248,88134.413481308,7869.61748728946,2527.26833602905,36228.9715688476,NA,336152.327154786,10262.2114558106,2248.18086309052,16897.5744470749,174001.307741676,2277.43086206054,84049.9198785858,204827.031182144
"T63266_55","T63266",7134.33697491454,398872.801164978,23225.1918381042,NA,41650.1341743775,15036.4413238067,21314.1618101807,8358.10788168337,2769.33544255066,365.939461425779,8958.05437229916,4067.37867504883,18357.4059401855,6453.26255222321,17284.6185465698,NA,27982.8541755676,32768.3455585022,505359.586434997,1779.90586598206,14372.7532237396,37511.0926160888,NA,7354.84188409424,9631.8611749878,3232.74765077209,9460.21586952209,14481.4479539795,4796.67331207276,14378.1742238006,183088.375645874,146049.557340027,19133.5626141662,348.753090347288,4675.39468385315,72622.9958929443,48755.6267686158,7093.26255841064,672.050414222719,740.623957801818,7763.39164179229,787.29200593567,8128.60035237121,28458.2247369079,13800.0867307739,1161.94817405701,1196.45986875916,67717.2211276855,3119.19297607422,529220.383422714,5710.01267333985,5714.33252592468,97905.8564407042,32644.6727128525,1486.61104856873,223430.476446648,4134.96729168703,780.06954638672,3650.21329524231,13307.153631958,447.81605342102,6017.26729974368,4103.32790133666,18891.025735672,1852.06501837159,13545.2293555984,2389.41577532196,291843.144523438,14616.4751104432,6536.03314587402,721.273393501283,1870.08161343384,24328.4379329224,714.715665145872,13909.7005549927,2158.56718713379,147355.351790161,NA,32109.2752792816,16108.5184444233,41866.156993164,2939.82464841461,4568.1570240631,762662.662220581,4778.45547166443,4338.82159555817,13060.6373317566,540.337422103881,81610.9488942719,6476.55528710937,2957.61346716308,36367.4109065858,NA,457588.946497558,8404.73855236815,3571.21165762329,17245.6745430908,204988.203379349,6054.09149790192,102416.361038261,250109.298784241
"T63266_56","T63266",3471.55926498413,369221.184599914,24968.5739850311,204.198902725218,33770.9899176331,18884.1911035004,32344.2813900147,6677.77649845887,2432.32609928894,371.794442077634,8491.51839794923,3506.9063866272,19152.4771357117,6721.18048351288,14222.1105243073,NA,20529.3257407532,31464.2911377258,468464.032744598,1644.0448117218,8691.60934552004,27846.1894373016,301.820895233154,5447.2658285141,6088.21063758848,4309.57173205566,8014.16855091857,26465.0870036011,2629.22800874328,13574.6165044556,185378.181048645,136057.378228089,17140.8427245483,216.934254608154,5362.80495619202,66041.1389827881,44084.969222763,7215.84641574096,227.298023147594,1209.47958067322,6860.93294711304,801.591658905029,8821.68064956665,15046.7951405335,12904.1163192749,2026.46175849152,1477.68427160645,69901.6720666961,2627.81383552551,468202.091269104,4728.32102227783,5077.68867947388,34295.1991467133,29252.7859533463,2616.13591831971,207253.018535316,4855.23886502076,847.7379344635,3621.0491306839,4625.53431072997,224.334538726807,2889.79534710694,4416.12667614746,18630.718907486,2316.61120449829,12606.5881999512,3019.8205382309,277124.728108154,15118.0915706176,5687.21572265625,479.840770370483,2050.57304370117,23008.4862146149,1231.21271163941,14746.4350562591,2752.01476296997,138642.709199432,NA,28567.1444896393,14319.619043667,39054.8849016724,4574.35404316712,4789.92045632935,822189.954917359,5000.69015837097,3350.07715371704,8232.49359466552,518.391124588012,79298.8446538239,6465.96596235656,2789.77835641479,29182.3050158844,NA,451853.384352539,9347.19305523682,1782.65203762817,15741.8468240662,196204.577327759,5840.93456438447,94538.4601629639,226705.08873526
"T63266_57","T63266",7220.62720619202,482733.043737976,27772.6967258301,NA,45717.3357633668,19938.7595317383,30826.8101806641,10612.4507823486,2902.33060654449,NA,10723.8070944366,5070.83543942261,22442.0992981262,6446.2662916565,19002.7404121399,NA,28012.2206094665,34761.3161899719,612141.050064605,1501.48659941101,16321.5962192535,45976.0195550689,532.223804077148,7182.74922306823,12591.7907914734,3360.11186199951,9047.00427877044,12019.5919978332,5312.10037286378,11854.9241985931,223196.000640564,177481.623719299,23367.6082944946,233.925167060852,5976.32195063781,76722.9476101989,41590.539661438,9776.77565432739,235.185916519163,917.017437500005,9867.80121195985,1128.62659220123,10327.4282474213,26602.9646219177,11647.7774963532,1455.51429847718,1145.13320562744,80605.5587040405,2881.16902159119,619866.558965905,6339.92353404236,6611.32584451293,76573.2506049498,49199.6994012527,2879.31784051514,258820.293859222,5591.18470898439,789.837748901367,4386.62687734986,9413.1101678009,769.165927719114,5489.98928334044,5882.3962494812,25951.2193586883,3215.75857015991,16367.5372032547,2511.96413955688,317750.120238404,13262.0766379089,6255.36585626221,602.668123535156,2095.88372626495,30901.1690174866,1505.60154882812,17521.0010056762,4820.49559094237,182851.49223291,NA,38258.2939894715,13046.1162465065,47843.2716102905,2778.79710917664,5715.29704785157,799917.969916382,4675.53480303954,4608.22190267944,10486.5106076508,476.24054621887,96110.557407257,7229.62067233276,2086.63935652161,36473.9652329407,NA,533714.219577148,8385.86986804198,2379.95640605927,14250.551617218,254901.635694511,12184.3314627457,121287.301386131,286774.10327269
"W16407_58","W16407",8134.91958418273,530635.595846528,25079.2590635223,NA,60041.0713820192,19491.0308475647,30421.7813548584,11382.3828762207,2804.0800113678,447.642443801869,9979.73118946838,3280.45152984619,18764.115194397,5758.82799049377,12804.0199295197,NA,29181.3892703857,34475.3546775818,670864.149605439,1892.85541226196,33979.4412679138,38531.359058014,NA,8086.05196267702,14819.7181807251,3681.21709148406,10009.4130099487,11056.1319083252,3748.81915505981,19995.2474557495,202806.946854645,168561.244258606,17832.1248026123,NA,3668.5544743042,83554.8977943267,58656.5475787353,9722.47369236756,1319.41622584535,1134.77729381562,8577.88158618927,574.374502380373,8258.20832394409,22593.6159070282,15548.4743297424,370.216411506653,1621.51885382843,70760.4663347168,3504.60394248962,672758.126197242,7761.53184913634,4967.40287356567,106952.436739731,13479.3959672012,777.364139602661,184718.869273323,5203.96391571044,1128.73742010498,3109.68889320373,15480.1033640289,267.29309867859,6870.0387797241,1739.33029185486,18330.7569575806,2284.45394854736,19698.7270069275,2393.96896315002,291808.489129883,14394.6802488098,6604.80789097595,870.628862861633,1763.84356765747,30468.9750999908,924.202042816159,17870.290073883,1938.36654336548,168524.814232056,NA,40932.6163847351,18892.5418688284,49874.2329519043,2874.37356349945,5304.84705903625,738897.974916504,5235.72819682313,5603.10303458405,15157.37245961,967.735059844973,93286.0279901885,8750.54787704467,1502.3931537323,32074.9448638916,NA,298638.500528809,9777.03940075683,3070.22215060425,18890.7067930756,194982.800240524,4015.0810947876,78821.6012615815,180405.797635323
